hp_sizes,ts_sizes,local_RES_used,total_RES_self_consumption,grid_RES_used,total_RES_used,heat_met_RES,demand_met_RES,HP_met_RES,HP_size_ratio,HP_utilisation,days_storage_content
1000.0,0.0,84.46974209961978,10087.996837334478,0.0,10087.996837334478,29.963016746980202,38.101715810150424,11.056489036968852,1.0,79.0,0.0
1000.0,200.0,97.75861050999075,11675.051079047144,0.0,11675.051079047144,60.85929288566627,44.33891668479656,57.926427864763205,3.62,115.99999999999999,0.8692281297461312
1000.0,400.0,98.2248824349946,11730.736696024986,0.0,11730.736696024986,59.28199346826324,43.14183449895751,58.14555139793632,3.72,142.0,1.7384562594922623
2000.0,0.0,84.46974331667776,10087.996982684479,0.0,10087.996982684479,29.99383037032598,38.101716149964005,11.095619738403613,1.0,79.0,0.0
2000.0,200.0,95.68635752535202,11427.567411693948,0.0,11427.567411693948,60.49928189717407,43.78612755822181,57.99021884978253,3.94,117.0,0.8692281297461312
2000.0,400.0,93.83156314878674,11206.05424804975,0.0,11206.05424804975,58.40510072981701,42.10665600555098,57.30122034644762,3.94,136.0,1.7384562594922623
3000.0,0.0,84.47003242148148,10088.031509702947,0.0,10088.031509702947,29.99705506737102,38.10179686914867,11.099456398369325,1.0,79.0,0.0
3000.0,200.0,97.54985813819714,11650.120338001947,0.0,11650.120338001947,60.85495936980549,44.26143198828469,58.05399679979731,3.94,117.0,0.8692281297461312
3000.0,400.0,100.0,11942.734269789948,0.0,11942.734269789948,57.544271228735425,43.491968184275834,54.35196145654323,3.94,128.0,1.7384562594922623
