hp_sizes,ts_sizes,sum_hp_output,sum_hp_usage,scop,sum_aux_output,sum_ed_import,sum_RES,sum_import,sum_export
1000.0,400.0,27725.59771428019,8831.219901207467,3.1394980562639314,4.796163466380676e-14,5478.359489974453,8220.0883957406,15654.223244853745,0.0
