hp_sizes,ts_sizes,capital_cost,opex,cost_of_heat,cost_elec,lifetime_cost,levelised_cost_of_heat,levelised_cost_of_energy
1000.0,400.0,748.6884642170814,1.2970238460164079,0.023457869968637343,1.2970238460164079,3904.7798228570073,0.059666574863792,0.058654357676858566
