hp_sizes,ts_sizes,capital_cost,opex,cost_of_heat,cost_elec,lifetime_cost,levelised_cost_of_heat,levelised_cost_of_energy
1000.0,400.0,748.6884642170814,0.9544651522472861,0.023148363458933004,0.9544651522472861,3071.2203346854776,0.05436772395792004,0.04648490738786473
