hp_sizes,ts_sizes,sum_hp_output,sum_hp_usage,scop,sum_aux_output,sum_ed_import,sum_RES,sum_import,sum_export
1000.0,400.0,24420.73467495,8104.397046035482,3.013269776422931,0.0,4206.57826458982,8220.0883957406,12737.612409986985,0.0
