hp_sizes,ts_sizes,local_RES_used,total_RES_self_consumption,grid_RES_used,total_RES_used,heat_met_RES,demand_met_RES,HP_met_RES,HP_size_ratio,HP_utilisation,days_storage_content
1000.0,400.0,100.0,8220.0883957406,0.0,8220.0883957406,37.032503927366044,42.81482719668686,37.032503927366044,3.62,152.0,1.735488598426362
